"Coordinate" "plate.name" "Time" "OD600" "Strain" "Condition" "Bio_Rep"
"E8" "C1" 1200 0.0534 "trk1KO" "SYNHEFL00000022" "C"
"E9" "C1" 1200 0.0519 "art10KO" "SYNHEFL00000022" "C"
"E10" "C1" 1200 0.067 "ldb19KO" "SYNHEFL00000022" "C"
"E11" "C1" 1200 0.0673 "BY4741" "SYNHEFL00000022" "C"
"F2" "C1" 1200 0.0842 "BY4741" "SYNHEFL00000022" "C"
"F3" "C1" 1200 0.1516 "sat4KO" "SYNHEFL00000022" "C"
"F4" "C1" 1200 0.0754 "hal5KO" "SYNHEFL00000022" "C"
"F5" "C1" 1200 0.0758 "ilt1KO" "SYNHEFL00000022" "C"
"F6" "C1" 1200 0.0547 "aly1KO" "SYNHEFL00000022" "C"
"F7" "C1" 1200 0.0968 "trk2KO" "SYNHEFL00000022" "C"
"F8" "C1" 1200 0.0758 "trk1KO" "SYNHEFL00000022" "C"
"F9" "C1" 1200 0.1144 "art10KO" "SYNHEFL00000022" "C"
"F10" "C1" 1200 0.0728 "ldb19KO" "SYNHEFL00000022" "C"
"F11" "C1" 1200 0.0605 "BY4741" "SYNHEFL00000022" "C"
"G2" "C1" 1200 0.056 "BY4741" "SYNHEFL00000022" "C"
"G3" "C1" 1200 0.0665 "sat4KO" "SYNHEFL00000022" "C"
"G4" "C1" 1200 0.0639 "hal5KO" "SYNHEFL00000022" "C"
"G5" "C1" 1200 0.0466 "ilt1KO" "SYNHEFL00000022" "C"
"G6" "C1" 1200 0.034 "aly1KO" "SYNHEFL00000022" "C"
"G7" "C1" 1200 0.0162 "trk2KO" "SYNHEFL00000022" "C"
"G8" "C1" 1200 0.024 "trk1KO" "SYNHEFL00000022" "C"
"G9" "C1" 1200 0.0356 "art10KO" "SYNHEFL00000022" "C"
"G10" "C1" 1200 0.0138 "ldb19KO" "SYNHEFL00000022" "C"
"G11" "C1" 1200 0.0393 "BY4741" "SYNHEFL00000022" "C"
"B2" "C1" 1260 0.0797 "BY4741" "SYNHEFL00000022" "C"
"B3" "C1" 1260 0.0848 "sat4KO" "SYNHEFL00000022" "C"
"B4" "C1" 1260 0.0954 "hal5KO" "SYNHEFL00000022" "C"
"B5" "C1" 1260 0.0495 "ilt1KO" "SYNHEFL00000022" "C"
"B6" "C1" 1260 0.0588 "aly1KO" "SYNHEFL00000022" "C"
"B7" "C1" 1260 0.0522 "trk2KO" "SYNHEFL00000022" "C"
"B8" "C1" 1260 0.0477 "trk1KO" "SYNHEFL00000022" "C"
"B9" "C1" 1260 0.0488 "art10KO" "SYNHEFL00000022" "C"
"B10" "C1" 1260 0.0687 "ldb19KO" "SYNHEFL00000022" "C"
"B11" "C1" 1260 0.0654 "BY4741" "SYNHEFL00000022" "C"
"C2" "C1" 1260 0.0661 "BY4741" "SYNHEFL00000022" "C"
"C3" "C1" 1260 0.1044 "sat4KO" "SYNHEFL00000022" "C"
"C4" "C1" 1260 0.0946 "hal5KO" "SYNHEFL00000022" "C"
"C5" "C1" 1260 0.0579 "ilt1KO" "SYNHEFL00000022" "C"
"C6" "C1" 1260 0.0671 "aly1KO" "SYNHEFL00000022" "C"
"C7" "C1" 1260 0.0621 "trk2KO" "SYNHEFL00000022" "C"
"C8" "C1" 1260 0.055 "trk1KO" "SYNHEFL00000022" "C"
"C9" "C1" 1260 0.0338 "art10KO" "SYNHEFL00000022" "C"
"C10" "C1" 1260 0.0708 "ldb19KO" "SYNHEFL00000022" "C"
"C11" "C1" 1260 0.1032 "BY4741" "SYNHEFL00000022" "C"
"D2" "C1" 1260 0.095 "BY4741" "SYNHEFL00000022" "C"
"D3" "C1" 1260 0.114 "sat4KO" "SYNHEFL00000022" "C"
"D4" "C1" 1260 0.0773 "hal5KO" "SYNHEFL00000022" "C"
"D5" "C1" 1260 0.0534 "ilt1KO" "SYNHEFL00000022" "C"
"D6" "C1" 1260 0.0495 "aly1KO" "SYNHEFL00000022" "C"
"D7" "C1" 1260 0.0767 "trk2KO" "SYNHEFL00000022" "C"
"D8" "C1" 1260 0.0894 "trk1KO" "SYNHEFL00000022" "C"
"D9" "C1" 1260 0.075 "art10KO" "SYNHEFL00000022" "C"
"D10" "C1" 1260 0.0289 "ldb19KO" "SYNHEFL00000022" "C"
"D11" "C1" 1260 0.0756 "BY4741" "SYNHEFL00000022" "C"
"E2" "C1" 1260 0.0809 "BY4741" "SYNHEFL00000022" "C"
"E3" "C1" 1260 0.0827 "sat4KO" "SYNHEFL00000022" "C"
"E4" "C1" 1260 0.0783 "hal5KO" "SYNHEFL00000022" "C"
"E5" "C1" 1260 0.071 "ilt1KO" "SYNHEFL00000022" "C"
"E6" "C1" 1260 0.0678 "aly1KO" "SYNHEFL00000022" "C"
"E7" "C1" 1260 0.0564 "trk2KO" "SYNHEFL00000022" "C"
"E8" "C1" 1260 0.0535 "trk1KO" "SYNHEFL00000022" "C"
"E9" "C1" 1260 0.0522 "art10KO" "SYNHEFL00000022" "C"
"E10" "C1" 1260 0.0672 "ldb19KO" "SYNHEFL00000022" "C"
"E11" "C1" 1260 0.0675 "BY4741" "SYNHEFL00000022" "C"
"F2" "C1" 1260 0.085 "BY4741" "SYNHEFL00000022" "C"
"F3" "C1" 1260 0.1536 "sat4KO" "SYNHEFL00000022" "C"
"F4" "C1" 1260 0.0764 "hal5KO" "SYNHEFL00000022" "C"
"F5" "C1" 1260 0.0762 "ilt1KO" "SYNHEFL00000022" "C"
"F6" "C1" 1260 0.055 "aly1KO" "SYNHEFL00000022" "C"
"F7" "C1" 1260 0.098 "trk2KO" "SYNHEFL00000022" "C"
"F8" "C1" 1260 0.0764 "trk1KO" "SYNHEFL00000022" "C"
"F9" "C1" 1260 0.1154 "art10KO" "SYNHEFL00000022" "C"
"F10" "C1" 1260 0.0733 "ldb19KO" "SYNHEFL00000022" "C"
"F11" "C1" 1260 0.061 "BY4741" "SYNHEFL00000022" "C"
"G2" "C1" 1260 0.0566 "BY4741" "SYNHEFL00000022" "C"
"G3" "C1" 1260 0.0666 "sat4KO" "SYNHEFL00000022" "C"
"G4" "C1" 1260 0.0647 "hal5KO" "SYNHEFL00000022" "C"
"G5" "C1" 1260 0.0468 "ilt1KO" "SYNHEFL00000022" "C"
"G6" "C1" 1260 0.0345 "aly1KO" "SYNHEFL00000022" "C"
"G7" "C1" 1260 0.0165 "trk2KO" "SYNHEFL00000022" "C"
"G8" "C1" 1260 0.0235 "trk1KO" "SYNHEFL00000022" "C"
"G9" "C1" 1260 0.0358 "art10KO" "SYNHEFL00000022" "C"
"G10" "C1" 1260 0.0133 "ldb19KO" "SYNHEFL00000022" "C"
"G11" "C1" 1260 0.0396 "BY4741" "SYNHEFL00000022" "C"
"B2" "C1" 1320 0.0805 "BY4741" "SYNHEFL00000022" "C"
"B3" "C1" 1320 0.0866 "sat4KO" "SYNHEFL00000022" "C"
"B4" "C1" 1320 0.0976 "hal5KO" "SYNHEFL00000022" "C"
"B5" "C1" 1320 0.0501 "ilt1KO" "SYNHEFL00000022" "C"
"B6" "C1" 1320 0.0595 "aly1KO" "SYNHEFL00000022" "C"
"B7" "C1" 1320 0.0533 "trk2KO" "SYNHEFL00000022" "C"
"B8" "C1" 1320 0.0487 "trk1KO" "SYNHEFL00000022" "C"
"B9" "C1" 1320 0.0495 "art10KO" "SYNHEFL00000022" "C"
"B10" "C1" 1320 0.0703 "ldb19KO" "SYNHEFL00000022" "C"
"B11" "C1" 1320 0.0663 "BY4741" "SYNHEFL00000022" "C"
"C2" "C1" 1320 0.0666 "BY4741" "SYNHEFL00000022" "C"
"C3" "C1" 1320 0.1059 "sat4KO" "SYNHEFL00000022" "C"
"C4" "C1" 1320 0.0956 "hal5KO" "SYNHEFL00000022" "C"
"C5" "C1" 1320 0.0585 "ilt1KO" "SYNHEFL00000022" "C"
"C6" "C1" 1320 0.0674 "aly1KO" "SYNHEFL00000022" "C"
"C7" "C1" 1320 0.0628 "trk2KO" "SYNHEFL00000022" "C"
"C8" "C1" 1320 0.0556 "trk1KO" "SYNHEFL00000022" "C"
"C9" "C1" 1320 0.0342 "art10KO" "SYNHEFL00000022" "C"
"C10" "C1" 1320 0.0716 "ldb19KO" "SYNHEFL00000022" "C"
"C11" "C1" 1320 0.104 "BY4741" "SYNHEFL00000022" "C"
"D2" "C1" 1320 0.0956 "BY4741" "SYNHEFL00000022" "C"
"D3" "C1" 1320 0.1161 "sat4KO" "SYNHEFL00000022" "C"
"D4" "C1" 1320 0.0779 "hal5KO" "SYNHEFL00000022" "C"
"D5" "C1" 1320 0.0539 "ilt1KO" "SYNHEFL00000022" "C"
"D6" "C1" 1320 0.05 "aly1KO" "SYNHEFL00000022" "C"
"D7" "C1" 1320 0.0772 "trk2KO" "SYNHEFL00000022" "C"
"D8" "C1" 1320 0.0895 "trk1KO" "SYNHEFL00000022" "C"
"D9" "C1" 1320 0.0754 "art10KO" "SYNHEFL00000022" "C"
"D10" "C1" 1320 0.0289 "ldb19KO" "SYNHEFL00000022" "C"
"D11" "C1" 1320 0.076 "BY4741" "SYNHEFL00000022" "C"
"E2" "C1" 1320 0.0813 "BY4741" "SYNHEFL00000022" "C"
"E3" "C1" 1320 0.0836 "sat4KO" "SYNHEFL00000022" "C"
"E4" "C1" 1320 0.0796 "hal5KO" "SYNHEFL00000022" "C"
"E5" "C1" 1320 0.0715 "ilt1KO" "SYNHEFL00000022" "C"
"E6" "C1" 1320 0.0681 "aly1KO" "SYNHEFL00000022" "C"
"E7" "C1" 1320 0.057 "trk2KO" "SYNHEFL00000022" "C"
"E8" "C1" 1320 0.0543 "trk1KO" "SYNHEFL00000022" "C"
"E9" "C1" 1320 0.0529 "art10KO" "SYNHEFL00000022" "C"
"E10" "C1" 1320 0.0681 "ldb19KO" "SYNHEFL00000022" "C"
"E11" "C1" 1320 0.068 "BY4741" "SYNHEFL00000022" "C"
"F2" "C1" 1320 0.0854 "BY4741" "SYNHEFL00000022" "C"
"F3" "C1" 1320 0.1555 "sat4KO" "SYNHEFL00000022" "C"
"F4" "C1" 1320 0.077 "hal5KO" "SYNHEFL00000022" "C"
"F5" "C1" 1320 0.0765 "ilt1KO" "SYNHEFL00000022" "C"
"F6" "C1" 1320 0.0554 "aly1KO" "SYNHEFL00000022" "C"
"F7" "C1" 1320 0.099 "trk2KO" "SYNHEFL00000022" "C"
"F8" "C1" 1320 0.077 "trk1KO" "SYNHEFL00000022" "C"
"F9" "C1" 1320 0.1162 "art10KO" "SYNHEFL00000022" "C"
"F10" "C1" 1320 0.0747 "ldb19KO" "SYNHEFL00000022" "C"
"F11" "C1" 1320 0.0611 "BY4741" "SYNHEFL00000022" "C"
"G2" "C1" 1320 0.057 "BY4741" "SYNHEFL00000022" "C"
"G3" "C1" 1320 0.0675 "sat4KO" "SYNHEFL00000022" "C"
"G4" "C1" 1320 0.0655 "hal5KO" "SYNHEFL00000022" "C"
"G5" "C1" 1320 0.0471 "ilt1KO" "SYNHEFL00000022" "C"
"G6" "C1" 1320 0.0348 "aly1KO" "SYNHEFL00000022" "C"
"G7" "C1" 1320 0.0168 "trk2KO" "SYNHEFL00000022" "C"
"G8" "C1" 1320 0.0239 "trk1KO" "SYNHEFL00000022" "C"
"G9" "C1" 1320 0.0362 "art10KO" "SYNHEFL00000022" "C"
"G10" "C1" 1320 0.0133 "ldb19KO" "SYNHEFL00000022" "C"
"G11" "C1" 1320 0.0397 "BY4741" "SYNHEFL00000022" "C"
"B2" "C1" 1380 0.0813 "BY4741" "SYNHEFL00000022" "C"
"B3" "C1" 1380 0.0881 "sat4KO" "SYNHEFL00000022" "C"
"B4" "C1" 1380 0.0989 "hal5KO" "SYNHEFL00000022" "C"
"B5" "C1" 1380 0.0506 "ilt1KO" "SYNHEFL00000022" "C"
"B6" "C1" 1380 0.0601 "aly1KO" "SYNHEFL00000022" "C"
"B7" "C1" 1380 0.0543 "trk2KO" "SYNHEFL00000022" "C"
"B8" "C1" 1380 0.0495 "trk1KO" "SYNHEFL00000022" "C"
"B9" "C1" 1380 0.0501 "art10KO" "SYNHEFL00000022" "C"
"B10" "C1" 1380 0.0718 "ldb19KO" "SYNHEFL00000022" "C"
"B11" "C1" 1380 0.0671 "BY4741" "SYNHEFL00000022" "C"
"C2" "C1" 1380 0.0671 "BY4741" "SYNHEFL00000022" "C"
"C3" "C1" 1380 0.1076 "sat4KO" "SYNHEFL00000022" "C"
"C4" "C1" 1380 0.0969 "hal5KO" "SYNHEFL00000022" "C"
"C5" "C1" 1380 0.059 "ilt1KO" "SYNHEFL00000022" "C"
"C6" "C1" 1380 0.0679 "aly1KO" "SYNHEFL00000022" "C"
"C7" "C1" 1380 0.064 "trk2KO" "SYNHEFL00000022" "C"
"C8" "C1" 1380 0.056 "trk1KO" "SYNHEFL00000022" "C"
"C9" "C1" 1380 0.0348 "art10KO" "SYNHEFL00000022" "C"
"C10" "C1" 1380 0.0729 "ldb19KO" "SYNHEFL00000022" "C"
"C11" "C1" 1380 0.1047 "BY4741" "SYNHEFL00000022" "C"
"D2" "C1" 1380 0.0963 "BY4741" "SYNHEFL00000022" "C"
"D3" "C1" 1380 0.1173 "sat4KO" "SYNHEFL00000022" "C"
"D4" "C1" 1380 0.0791 "hal5KO" "SYNHEFL00000022" "C"
"D5" "C1" 1380 0.0539 "ilt1KO" "SYNHEFL00000022" "C"
"D6" "C1" 1380 0.0502 "aly1KO" "SYNHEFL00000022" "C"
"D7" "C1" 1380 0.0781 "trk2KO" "SYNHEFL00000022" "C"
"D8" "C1" 1380 0.0902 "trk1KO" "SYNHEFL00000022" "C"
"D9" "C1" 1380 0.0762 "art10KO" "SYNHEFL00000022" "C"
"D10" "C1" 1380 0.0291 "ldb19KO" "SYNHEFL00000022" "C"
"D11" "C1" 1380 0.0767 "BY4741" "SYNHEFL00000022" "C"
"E2" "C1" 1380 0.0817 "BY4741" "SYNHEFL00000022" "C"
"E3" "C1" 1380 0.0845 "sat4KO" "SYNHEFL00000022" "C"
"E4" "C1" 1380 0.0799 "hal5KO" "SYNHEFL00000022" "C"
"E5" "C1" 1380 0.0721 "ilt1KO" "SYNHEFL00000022" "C"
"E6" "C1" 1380 0.0682 "aly1KO" "SYNHEFL00000022" "C"
"E7" "C1" 1380 0.0572 "trk2KO" "SYNHEFL00000022" "C"
"E8" "C1" 1380 0.0542 "trk1KO" "SYNHEFL00000022" "C"
"E9" "C1" 1380 0.0533 "art10KO" "SYNHEFL00000022" "C"
"E10" "C1" 1380 0.0698 "ldb19KO" "SYNHEFL00000022" "C"
"E11" "C1" 1380 0.0687 "BY4741" "SYNHEFL00000022" "C"
"F2" "C1" 1380 0.0857 "BY4741" "SYNHEFL00000022" "C"
"F3" "C1" 1380 0.157 "sat4KO" "SYNHEFL00000022" "C"
"F4" "C1" 1380 0.0778 "hal5KO" "SYNHEFL00000022" "C"
"F5" "C1" 1380 0.0771 "ilt1KO" "SYNHEFL00000022" "C"
"F6" "C1" 1380 0.0558 "aly1KO" "SYNHEFL00000022" "C"
"F7" "C1" 1380 0.1003 "trk2KO" "SYNHEFL00000022" "C"
"F8" "C1" 1380 0.0779 "trk1KO" "SYNHEFL00000022" "C"
"F9" "C1" 1380 0.1167 "art10KO" "SYNHEFL00000022" "C"
"F10" "C1" 1380 0.0757 "ldb19KO" "SYNHEFL00000022" "C"
"F11" "C1" 1380 0.0613 "BY4741" "SYNHEFL00000022" "C"
"G2" "C1" 1380 0.0575 "BY4741" "SYNHEFL00000022" "C"
"G3" "C1" 1380 0.0682 "sat4KO" "SYNHEFL00000022" "C"
"G4" "C1" 1380 0.0666 "hal5KO" "SYNHEFL00000022" "C"
"G5" "C1" 1380 0.0476 "ilt1KO" "SYNHEFL00000022" "C"
"G6" "C1" 1380 0.0353 "aly1KO" "SYNHEFL00000022" "C"
"G7" "C1" 1380 0.0172 "trk2KO" "SYNHEFL00000022" "C"
"G8" "C1" 1380 0.0239 "trk1KO" "SYNHEFL00000022" "C"
"G9" "C1" 1380 0.0366 "art10KO" "SYNHEFL00000022" "C"
"G10" "C1" 1380 0.0131 "ldb19KO" "SYNHEFL00000022" "C"
"G11" "C1" 1380 0.0402 "BY4741" "SYNHEFL00000022" "C"
"B2" "C1" 1440 0.0816 "BY4741" "SYNHEFL00000022" "C"
"B3" "C1" 1440 0.0889 "sat4KO" "SYNHEFL00000022" "C"
"B4" "C1" 1440 0.0994 "hal5KO" "SYNHEFL00000022" "C"
"B5" "C1" 1440 0.0509 "ilt1KO" "SYNHEFL00000022" "C"
"B6" "C1" 1440 0.0605 "aly1KO" "SYNHEFL00000022" "C"
"B7" "C1" 1440 0.0547 "trk2KO" "SYNHEFL00000022" "C"
"B8" "C1" 1440 0.0499 "trk1KO" "SYNHEFL00000022" "C"
"B9" "C1" 1440 0.0505 "art10KO" "SYNHEFL00000022" "C"
"B10" "C1" 1440 0.0721 "ldb19KO" "SYNHEFL00000022" "C"
"B11" "C1" 1440 0.0673 "BY4741" "SYNHEFL00000022" "C"
"C2" "C1" 1440 0.0675 "BY4741" "SYNHEFL00000022" "C"
"C3" "C1" 1440 0.1089 "sat4KO" "SYNHEFL00000022" "C"
"C4" "C1" 1440 0.0982 "hal5KO" "SYNHEFL00000022" "C"
"C5" "C1" 1440 0.0598 "ilt1KO" "SYNHEFL00000022" "C"
"C6" "C1" 1440 0.068 "aly1KO" "SYNHEFL00000022" "C"
"C7" "C1" 1440 0.0641 "trk2KO" "SYNHEFL00000022" "C"
"C8" "C1" 1440 0.0565 "trk1KO" "SYNHEFL00000022" "C"
"C9" "C1" 1440 0.0354 "art10KO" "SYNHEFL00000022" "C"
"C10" "C1" 1440 0.0735 "ldb19KO" "SYNHEFL00000022" "C"
"C11" "C1" 1440 0.1055 "BY4741" "SYNHEFL00000022" "C"
"D2" "C1" 1440 0.0967 "BY4741" "SYNHEFL00000022" "C"
"D3" "C1" 1440 0.1185 "sat4KO" "SYNHEFL00000022" "C"
"D4" "C1" 1440 0.0799 "hal5KO" "SYNHEFL00000022" "C"
"D5" "C1" 1440 0.0546 "ilt1KO" "SYNHEFL00000022" "C"
"D6" "C1" 1440 0.0508 "aly1KO" "SYNHEFL00000022" "C"
"D7" "C1" 1440 0.0789 "trk2KO" "SYNHEFL00000022" "C"
"D8" "C1" 1440 0.091 "trk1KO" "SYNHEFL00000022" "C"
"D9" "C1" 1440 0.0769 "art10KO" "SYNHEFL00000022" "C"
"D10" "C1" 1440 0.0295 "ldb19KO" "SYNHEFL00000022" "C"
"D11" "C1" 1440 0.0771 "BY4741" "SYNHEFL00000022" "C"
"E2" "C1" 1440 0.0822 "BY4741" "SYNHEFL00000022" "C"
"E3" "C1" 1440 0.0854 "sat4KO" "SYNHEFL00000022" "C"
"E4" "C1" 1440 0.081 "hal5KO" "SYNHEFL00000022" "C"
"E5" "C1" 1440 0.0728 "ilt1KO" "SYNHEFL00000022" "C"
"E6" "C1" 1440 0.0687 "aly1KO" "SYNHEFL00000022" "C"
"E7" "C1" 1440 0.0579 "trk2KO" "SYNHEFL00000022" "C"
"E8" "C1" 1440 0.0551 "trk1KO" "SYNHEFL00000022" "C"
"E9" "C1" 1440 0.0538 "art10KO" "SYNHEFL00000022" "C"
"E10" "C1" 1440 0.0705 "ldb19KO" "SYNHEFL00000022" "C"
"E11" "C1" 1440 0.0692 "BY4741" "SYNHEFL00000022" "C"
"F2" "C1" 1440 0.0864 "BY4741" "SYNHEFL00000022" "C"
"F3" "C1" 1440 0.1589 "sat4KO" "SYNHEFL00000022" "C"
"F4" "C1" 1440 0.0788 "hal5KO" "SYNHEFL00000022" "C"
"F5" "C1" 1440 0.0778 "ilt1KO" "SYNHEFL00000022" "C"
"F6" "C1" 1440 0.0563 "aly1KO" "SYNHEFL00000022" "C"
"F7" "C1" 1440 0.1013 "trk2KO" "SYNHEFL00000022" "C"
"F8" "C1" 1440 0.0787 "trk1KO" "SYNHEFL00000022" "C"
"F9" "C1" 1440 0.1174 "art10KO" "SYNHEFL00000022" "C"
"F10" "C1" 1440 0.077 "ldb19KO" "SYNHEFL00000022" "C"
"F11" "C1" 1440 0.0618 "BY4741" "SYNHEFL00000022" "C"
"G2" "C1" 1440 0.0581 "BY4741" "SYNHEFL00000022" "C"
"G3" "C1" 1440 0.069 "sat4KO" "SYNHEFL00000022" "C"
"G4" "C1" 1440 0.0673 "hal5KO" "SYNHEFL00000022" "C"
"G5" "C1" 1440 0.0479 "ilt1KO" "SYNHEFL00000022" "C"
"G6" "C1" 1440 0.0355 "aly1KO" "SYNHEFL00000022" "C"
"G7" "C1" 1440 0.0176 "trk2KO" "SYNHEFL00000022" "C"
"G8" "C1" 1440 0.0241 "trk1KO" "SYNHEFL00000022" "C"
"G9" "C1" 1440 0.0371 "art10KO" "SYNHEFL00000022" "C"
"G10" "C1" 1440 0.0134 "ldb19KO" "SYNHEFL00000022" "C"
"G11" "C1" 1440 0.0406 "BY4741" "SYNHEFL00000022" "C"
"B2" "C1" 1500 0.0823 "BY4741" "SYNHEFL00000022" "C"
"B3" "C1" 1500 0.0898 "sat4KO" "SYNHEFL00000022" "C"
"B4" "C1" 1500 0.1002 "hal5KO" "SYNHEFL00000022" "C"
"B5" "C1" 1500 0.0515 "ilt1KO" "SYNHEFL00000022" "C"
"B6" "C1" 1500 0.061 "aly1KO" "SYNHEFL00000022" "C"
"B7" "C1" 1500 0.0555 "trk2KO" "SYNHEFL00000022" "C"
"B8" "C1" 1500 0.0507 "trk1KO" "SYNHEFL00000022" "C"
"B9" "C1" 1500 0.0511 "art10KO" "SYNHEFL00000022" "C"
"B10" "C1" 1500 0.0732 "ldb19KO" "SYNHEFL00000022" "C"
"B11" "C1" 1500 0.0678 "BY4741" "SYNHEFL00000022" "C"
"C2" "C1" 1500 0.0679 "BY4741" "SYNHEFL00000022" "C"
"C3" "C1" 1500 0.1103 "sat4KO" "SYNHEFL00000022" "C"
"C4" "C1" 1500 0.0992 "hal5KO" "SYNHEFL00000022" "C"
"C5" "C1" 1500 0.0604 "ilt1KO" "SYNHEFL00000022" "C"
"C6" "C1" 1500 0.0685 "aly1KO" "SYNHEFL00000022" "C"
"C7" "C1" 1500 0.065 "trk2KO" "SYNHEFL00000022" "C"
"C8" "C1" 1500 0.057 "trk1KO" "SYNHEFL00000022" "C"
"C9" "C1" 1500 0.0356 "art10KO" "SYNHEFL00000022" "C"
"C10" "C1" 1500 0.0736 "ldb19KO" "SYNHEFL00000022" "C"
"C11" "C1" 1500 0.1063 "BY4741" "SYNHEFL00000022" "C"
"D2" "C1" 1500 0.097 "BY4741" "SYNHEFL00000022" "C"
"D3" "C1" 1500 0.12 "sat4KO" "SYNHEFL00000022" "C"
"D4" "C1" 1500 0.0807 "hal5KO" "SYNHEFL00000022" "C"
"D5" "C1" 1500 0.0552 "ilt1KO" "SYNHEFL00000022" "C"
"D6" "C1" 1500 0.0511 "aly1KO" "SYNHEFL00000022" "C"
"D7" "C1" 1500 0.0796 "trk2KO" "SYNHEFL00000022" "C"
"D8" "C1" 1500 0.0914 "trk1KO" "SYNHEFL00000022" "C"
"D9" "C1" 1500 0.0773 "art10KO" "SYNHEFL00000022" "C"
"D10" "C1" 1500 0.0295 "ldb19KO" "SYNHEFL00000022" "C"
"D11" "C1" 1500 0.0773 "BY4741" "SYNHEFL00000022" "C"
"E2" "C1" 1500 0.0827 "BY4741" "SYNHEFL00000022" "C"
"E3" "C1" 1500 0.0863 "sat4KO" "SYNHEFL00000022" "C"
"E4" "C1" 1500 0.0815 "hal5KO" "SYNHEFL00000022" "C"
"E5" "C1" 1500 0.0732 "ilt1KO" "SYNHEFL00000022" "C"
"E6" "C1" 1500 0.0689 "aly1KO" "SYNHEFL00000022" "C"
"E7" "C1" 1500 0.0583 "trk2KO" "SYNHEFL00000022" "C"
"E8" "C1" 1500 0.0552 "trk1KO" "SYNHEFL00000022" "C"
"E9" "C1" 1500 0.054 "art10KO" "SYNHEFL00000022" "C"
"E10" "C1" 1500 0.0715 "ldb19KO" "SYNHEFL00000022" "C"
"E11" "C1" 1500 0.0699 "BY4741" "SYNHEFL00000022" "C"
"F2" "C1" 1500 0.0869 "BY4741" "SYNHEFL00000022" "C"
"F3" "C1" 1500 0.1608 "sat4KO" "SYNHEFL00000022" "C"
"F4" "C1" 1500 0.0799 "hal5KO" "SYNHEFL00000022" "C"
"F5" "C1" 1500 0.0781 "ilt1KO" "SYNHEFL00000022" "C"
"F6" "C1" 1500 0.0565 "aly1KO" "SYNHEFL00000022" "C"
"F7" "C1" 1500 0.1018 "trk2KO" "SYNHEFL00000022" "C"
"F8" "C1" 1500 0.0787 "trk1KO" "SYNHEFL00000022" "C"
"F9" "C1" 1500 0.1181 "art10KO" "SYNHEFL00000022" "C"
"F10" "C1" 1500 0.0771 "ldb19KO" "SYNHEFL00000022" "C"
"F11" "C1" 1500 0.0626 "BY4741" "SYNHEFL00000022" "C"
"G2" "C1" 1500 0.0587 "BY4741" "SYNHEFL00000022" "C"
"G3" "C1" 1500 0.0705 "sat4KO" "SYNHEFL00000022" "C"
"G4" "C1" 1500 0.0682 "hal5KO" "SYNHEFL00000022" "C"
"G5" "C1" 1500 0.0484 "ilt1KO" "SYNHEFL00000022" "C"
"G6" "C1" 1500 0.0359 "aly1KO" "SYNHEFL00000022" "C"
"G7" "C1" 1500 0.0181 "trk2KO" "SYNHEFL00000022" "C"
"G8" "C1" 1500 0.0241 "trk1KO" "SYNHEFL00000022" "C"
"G9" "C1" 1500 0.0374 "art10KO" "SYNHEFL00000022" "C"
"G10" "C1" 1500 0.0135 "ldb19KO" "SYNHEFL00000022" "C"
"G11" "C1" 1500 0.0411 "BY4741" "SYNHEFL00000022" "C"
"B2" "C1" 1560 0.0826 "BY4741" "SYNHEFL00000022" "C"
"B3" "C1" 1560 0.0907 "sat4KO" "SYNHEFL00000022" "C"
"B4" "C1" 1560 0.1003 "hal5KO" "SYNHEFL00000022" "C"
"B5" "C1" 1560 0.0517 "ilt1KO" "SYNHEFL00000022" "C"
"B6" "C1" 1560 0.0609 "aly1KO" "SYNHEFL00000022" "C"
"B7" "C1" 1560 0.0557 "trk2KO" "SYNHEFL00000022" "C"
"B8" "C1" 1560 0.0507 "trk1KO" "SYNHEFL00000022" "C"
"B9" "C1" 1560 0.0514 "art10KO" "SYNHEFL00000022" "C"
"B10" "C1" 1560 0.0735 "ldb19KO" "SYNHEFL00000022" "C"
"B11" "C1" 1560 0.068 "BY4741" "SYNHEFL00000022" "C"
"C2" "C1" 1560 0.0682 "BY4741" "SYNHEFL00000022" "C"
"C3" "C1" 1560 0.1107 "sat4KO" "SYNHEFL00000022" "C"
"C4" "C1" 1560 0.0999 "hal5KO" "SYNHEFL00000022" "C"
"C5" "C1" 1560 0.0604 "ilt1KO" "SYNHEFL00000022" "C"
"C6" "C1" 1560 0.0688 "aly1KO" "SYNHEFL00000022" "C"
"C7" "C1" 1560 0.0656 "trk2KO" "SYNHEFL00000022" "C"
"C8" "C1" 1560 0.0571 "trk1KO" "SYNHEFL00000022" "C"
"C9" "C1" 1560 0.0356 "art10KO" "SYNHEFL00000022" "C"
"C10" "C1" 1560 0.0733 "ldb19KO" "SYNHEFL00000022" "C"
"C11" "C1" 1560 0.1062 "BY4741" "SYNHEFL00000022" "C"
"D2" "C1" 1560 0.0975 "BY4741" "SYNHEFL00000022" "C"
"D3" "C1" 1560 0.1215 "sat4KO" "SYNHEFL00000022" "C"
"D4" "C1" 1560 0.0816 "hal5KO" "SYNHEFL00000022" "C"
"D5" "C1" 1560 0.0555 "ilt1KO" "SYNHEFL00000022" "C"
"D6" "C1" 1560 0.0516 "aly1KO" "SYNHEFL00000022" "C"
"D7" "C1" 1560 0.0802 "trk2KO" "SYNHEFL00000022" "C"
